indice_tiempo,clasificacion_vuelo,pasajeros,asientos,vuelos
2017-11-28,Internacional,36583,48208,250
2017-11-29,Cabotaje,38568,48073,356
2017-11-29,Internacional,36566,48123,244
2017-11-30,Cabotaje,39993,48016,356
2017-11-30,Internacional,40541,50333,263
2017-12-01,Cabotaje,41069,50947,388
2017-12-01,Internacional,40981,50014,260
2017-12-02,Cabotaje,33705,44385,326
2017-12-02,Internacional,42684,54456,273
2017-12-03,Cabotaje,35452,45063,331
2017-12-03,Internacional,43529,53866,275
2017-12-04,Cabotaje,38839,49305,367
2017-12-04,Internacional,39237,51464,262
2017-12-05,Cabotaje,38422,48781,359
2017-12-05,Internacional,35841,49477,256
2017-12-06,Cabotaje,38296,49830,371
2017-12-06,Internacional,36896,47832,251
2017-12-07,Cabotaje,40536,50472,375
2017-12-07,Internacional,42987,52997,277
2017-12-08,Cabotaje,36222,49180,368
2017-12-08,Internacional,40124,48789,255
2017-12-09,Cabotaje,30677,43666,327
2017-12-09,Internacional,42589,54970,276
2017-12-10,Cabotaje,34739,43672,325
2017-12-10,Internacional,45227,53586,274
2017-12-11,Cabotaje,39995,50626,382
2017-12-11,Internacional,43717,53612,276
2017-12-12,Cabotaje,38679,48687,360
2017-12-12,Internacional,40619,49973,263
2017-12-13,Cabotaje,40422,51777,388
2017-12-13,Internacional,39490,50130,265
2017-12-14,Cabotaje,40210,48481,364
2017-12-14,Internacional,43645,53898,284
2017-12-15,Cabotaje,39304,49298,376
2017-12-15,Internacional,41622,50546,266
2017-12-16,Cabotaje,33808,41973,319
2017-12-16,Internacional,44098,54170,277
2017-12-17,Cabotaje,32725,38908,293
2017-12-17,Internacional,46989,57059,288
2017-12-18,Cabotaje,13677,16387,125
2017-12-18,Internacional,23207,28243,135
2017-12-19,Cabotaje,13534,16110,136
2017-12-19,Internacional,31814,38219,187
2017-12-20,Cabotaje,45142,51859,392
2017-12-20,Internacional,49386,54501,280
2017-12-21,Cabotaje,41395,49920,374
2017-12-21,Internacional,48909,56505,299
2017-12-22,Cabotaje,40942,49539,381
2017-12-22,Internacional,45217,51690,270
2017-12-23,Cabotaje,36916,45517,347
2017-12-23,Internacional,51880,59910,303
2017-12-24,Cabotaje,25330,36670,279
2017-12-24,Internacional,39801,54505,272
2017-12-25,Cabotaje,29919,42833,331
2017-12-25,Internacional,35180,50202,253
2017-12-26,Cabotaje,39263,46910,355
2017-12-26,Internacional,42340,53419,279
2017-12-27,Cabotaje,40705,49330,379
2017-12-27,Internacional,43342,52651,270
2017-12-28,Cabotaje,40772,49474,372
2017-12-28,Internacional,46013,55801,288
2017-12-29,Cabotaje,41972,50531,390
2017-12-29,Internacional,43697,54562,288
2017-12-30,Cabotaje,37316,43845,335
2017-12-30,Internacional,48812,60480,312
2017-12-31,Cabotaje,27308,37469,289
2017-12-31,Internacional,39719,55452,282
2018-01-01,Cabotaje,32192,43762,337
2018-01-01,Internacional,37959,53371,271
2018-01-02,Cabotaje,40391,47746,364
2018-01-02,Internacional,45236,55885,293
2018-01-03,Cabotaje,39600,48584,363
2018-01-03,Internacional,44837,54773,285
2018-01-04,Cabotaje,38870,48179,360
2018-01-04,Internacional,47613,58504,302
2018-01-05,Cabotaje,38186,48360,378
2018-01-05,Internacional,44707,55613,292
2018-01-06,Cabotaje,33494,42045,323
2018-01-06,Internacional,53299,66989,345
2018-01-07,Cabotaje,34680,41824,314
2018-01-07,Internacional,51475,61091,318
2018-01-08,Cabotaje,41217,50398,381
2018-01-08,Internacional,50429,61454,316
2018-01-09,Cabotaje,37927,47103,354
2018-01-09,Internacional,46594,56669,298
2018-01-10,Cabotaje,39231,48417,363
2018-01-10,Internacional,47019,57223,291
2018-01-11,Cabotaje,38921,47658,357
2018-01-11,Internacional,46140,55357,286
2018-01-12,Cabotaje,39384,48060,370
2018-01-12,Internacional,49626,57466,296
2018-01-13,Cabotaje,36496,43498,325
2018-01-13,Internacional,56487,65393,338
2018-01-14,Cabotaje,36727,43039,322
2018-01-14,Internacional,56614,63642,330
2018-01-15,Cabotaje,42656,50218,380
2018-01-15,Internacional,53525,61186,316
2018-01-16,Cabotaje,40050,47206,354
2018-01-16,Internacional,49150,57285,299
2018-01-17,Cabotaje,40146,49923,382
2018-01-17,Internacional,47203,55587,286
2018-01-18,Cabotaje,40064,50116,375
2018-01-18,Internacional,47700,56747,289
2018-01-19,Cabotaje,40574,50753,377
2018-01-19,Internacional,48433,57267,298
2018-01-20,Cabotaje,34250,42197,318
2018-01-20,Internacional,57044,66739,345
2018-01-21,Cabotaje,34935,42749,317
2018-01-21,Internacional,52944,62632,325
2018-01-22,Cabotaje,41385,51234,391
2018-01-22,Internacional,50463,59407,304
2018-01-23,Cabotaje,38560,48324,358
2018-01-23,Internacional,47387,56178,291
2018-01-24,Cabotaje,38821,49342,373
2018-01-24,Internacional,47249,56233,288
2018-01-25,Cabotaje,39786,49528,366
2018-01-25,Internacional,47724,56555,292
2018-01-26,Cabotaje,41178,51586,386
2018-01-26,Internacional,48719,56425,294
2018-01-27,Cabotaje,34554,42646,319
2018-01-27,Internacional,56888,66092,343
2018-01-28,Cabotaje,34139,43087,318
2018-01-28,Internacional,53240,61628,320
2018-01-29,Cabotaje,41123,51266,380
2018-01-29,Internacional,51873,59932,307
2018-01-30,Cabotaje,39178,49026,363
2018-01-30,Internacional,47744,56691,296
2018-01-31,Cabotaje,40077,50475,374
2018-01-31,Internacional,48222,56021,289
2018-02-01,Cabotaje,39162,48501,362
2018-02-01,Internacional,48705,56187,286
2018-02-02,Cabotaje,40048,49883,377
2018-02-02,Internacional,48579,56397,295
2018-02-03,Cabotaje,34568,42753,314
2018-02-03,Internacional,56762,65932,341
2018-02-04,Cabotaje,34133,41796,311
2018-02-04,Internacional,50645,58847,310
2018-02-05,Cabotaje,41529,50355,375
2018-02-05,Internacional,51379,59607,305
2018-02-06,Cabotaje,38138,47425,354
2018-02-06,Internacional,45366,54463,285
2018-02-07,Cabotaje,39177,47816,362
2018-02-07,Internacional,46418,55689,286
2018-02-08,Cabotaje,40312,47891,357
2018-02-08,Internacional,48705,56627,295
2018-02-09,Cabotaje,42661,49698,380
2018-02-09,Internacional,47962,55796,292
2018-02-10,Cabotaje,37299,43036,324
2018-02-10,Internacional,57084,64685,333
2018-02-11,Cabotaje,32476,39711,294
2018-02-11,Internacional,49887,57943,304
2018-02-12,Cabotaje,38108,46991,360
2018-02-12,Internacional,50055,59537,299
2018-02-13,Cabotaje,39517,47268,355
2018-02-13,Internacional,46862,56485,295
2018-02-14,Cabotaje,40081,49108,373
2018-02-14,Internacional,46242,53760,279
2018-02-15,Cabotaje,39646,47901,361
2018-02-15,Internacional,48343,57428,293
2018-02-16,Cabotaje,40202,48663,376
2018-02-16,Internacional,46997,55413,290
2018-02-17,Cabotaje,34663,42514,318
2018-02-17,Internacional,55578,65675,338
2018-02-18,Cabotaje,34555,41850,307
2018-02-18,Internacional,52363,60414,315
2018-02-19,Cabotaje,41401,49764,375
2018-02-19,Internacional,51233,59073,300
2018-02-20,Cabotaje,39105,48319,370
2018-02-20,Internacional,44442,53236,278
2018-02-21,Cabotaje,39567,50136,375
2018-02-21,Internacional,43338,52897,269
2018-02-22,Cabotaje,38785,48136,359
2018-02-22,Internacional,45807,55840,290
2018-02-23,Cabotaje,40691,50147,376
2018-02-23,Internacional,45494,53845,282
2018-02-24,Cabotaje,33504,42924,324
2018-02-24,Internacional,51548,61774,316
2018-02-25,Cabotaje,33652,42351,307
2018-02-25,Internacional,50790,60130,306
2018-02-26,Cabotaje,40673,50966,383
2018-02-26,Internacional,49166,58166,296
2018-02-27,Cabotaje,37436,47634,359
2018-02-27,Internacional,43859,53047,277
2018-02-28,Cabotaje,40629,51797,384
2018-02-28,Internacional,45029,53035,273
2018-03-01,Cabotaje,40601,51546,382
2018-03-01,Internacional,46883,54525,280
2018-03-02,Cabotaje,39730,49160,368
2018-03-02,Internacional,44738,51547,267
2018-03-03,Cabotaje,33753,43016,321
2018-03-03,Internacional,51038,59014,302
2018-03-04,Cabotaje,33775,42204,308
2018-03-04,Internacional,50447,57282,292
2018-03-05,Cabotaje,40320,52716,396
2018-03-05,Internacional,48403,56176,281
2018-03-06,Cabotaje,36469,51378,379
2018-03-06,Internacional,41654,50643,264
2018-03-07,Cabotaje,38813,54545,405
2018-03-07,Internacional,41745,51203,262
2018-03-08,Cabotaje,38229,51208,383
2018-03-08,Internacional,45113,54466,278
2018-03-09,Cabotaje,41061,53337,401
2018-03-09,Internacional,44677,51835,265
2018-03-10,Cabotaje,33699,45455,334
2018-03-10,Internacional,49347,58240,291
2018-03-11,Cabotaje,34389,44110,326
2018-03-11,Internacional,49214,56936,287
2018-03-12,Cabotaje,42217,54629,406
2018-03-12,Internacional,46629,55287,277
2018-03-13,Cabotaje,35561,50287,378
2018-03-13,Internacional,40178,50938,268
2018-03-14,Cabotaje,38013,50732,387
2018-03-14,Internacional,40114,48687,252
2018-03-15,Cabotaje,42386,52298,390
2018-03-15,Internacional,45724,55120,283
2018-03-16,Cabotaje,42685,52630,391
2018-03-16,Internacional,44174,50366,261
2018-03-17,Cabotaje,34941,46029,340
2018-03-17,Internacional,49702,58456,292
2018-03-18,Cabotaje,35162,44419,331
2018-03-18,Internacional,47836,55448,277
2018-03-19,Cabotaje,43351,51955,390
2018-03-19,Internacional,47746,55704,281
2018-03-20,Cabotaje,38715,47813,358
2018-03-20,Internacional,42232,50608,260
2018-03-21,Cabotaje,39482,50117,376
2018-03-21,Internacional,40433,48370,248
2018-03-22,Cabotaje,37876,49146,368
2018-03-22,Internacional,46683,55236,279
2018-03-23,Cabotaje,38592,49774,378
2018-03-23,Internacional,43641,50342,258
2018-03-24,Cabotaje,34351,44117,330
2018-03-24,Internacional,50659,59693,296
2018-03-25,Cabotaje,33509,44524,332
2018-03-25,Internacional,46645,55632,282
2018-03-26,Cabotaje,40128,56105,418
2018-03-26,Internacional,42914,52578,266
2018-03-27,Cabotaje,38102,50991,378
2018-03-27,Internacional,41082,50927,261
2018-03-28,Cabotaje,43560,54038,400
2018-03-28,Internacional,41099,47943,248
2018-03-29,Cabotaje,43931,52941,395
2018-03-29,Internacional,45506,51975,270
2018-03-30,Cabotaje,35345,49085,368
2018-03-30,Internacional,42313,50199,256
2018-03-31,Cabotaje,27784,40817,306
2018-03-31,Internacional,45705,57232,284
2018-04-01,Cabotaje,34168,45340,329
2018-04-01,Internacional,46806,53933,277
2018-04-02,Cabotaje,47402,55561,407
2018-04-02,Internacional,48783,55418,278
2018-04-03,Cabotaje,41877,51501,382
2018-04-03,Internacional,43912,51325,264
2018-04-04,Cabotaje,39912,52297,386
2018-04-04,Internacional,39242,48374,248
2018-04-05,Cabotaje,38028,49515,372
2018-04-05,Internacional,42381,53517,273
2018-04-06,Cabotaje,38072,51121,388
2018-04-06,Internacional,38635,48897,251
2018-04-07,Cabotaje,30500,42512,318
2018-04-07,Internacional,43175,54771,270
2018-04-08,Cabotaje,33622,43946,328
2018-04-08,Internacional,43728,52450,270
2018-04-09,Cabotaje,39409,52952,398
2018-04-09,Internacional,44208,53208,267
2018-04-10,Cabotaje,34224,49343,364
2018-04-10,Internacional,41277,50527,256
2018-04-11,Cabotaje,34772,50736,376
2018-04-11,Internacional,37789,47482,243
2018-04-12,Cabotaje,36612,49471,371
2018-04-12,Internacional,40526,51118,261
2018-04-13,Cabotaje,39574,51463,388
2018-04-13,Internacional,39189,48286,248
2018-04-14,Cabotaje,31659,43089,317
2018-04-14,Internacional,44330,54294,262
2018-04-15,Cabotaje,29307,38125,290
2018-04-15,Internacional,46855,55588,285
2018-04-16,Cabotaje,34775,47324,355
2018-04-16,Internacional,45713,55391,282
2018-04-17,Cabotaje,29944,45597,342
2018-04-17,Internacional,40129,51015,258
2018-04-18,Cabotaje,31711,46687,352
2018-04-18,Internacional,36052,48445,254
2018-04-19,Cabotaje,33290,44963,338
2018-04-19,Internacional,40727,52054,269
2018-04-20,Cabotaje,34200,46489,352
2018-04-20,Internacional,40257,49623,259
2018-04-21,Cabotaje,27141,39068,287
2018-04-21,Internacional,46110,57677,285
2018-04-22,Cabotaje,27717,38104,284
2018-04-22,Internacional,42560,52374,272
2018-04-23,Cabotaje,34169,47645,364
2018-04-23,Internacional,45558,55913,285
2018-04-24,Cabotaje,30266,45702,340
2018-04-24,Internacional,39503,51127,260
2018-04-25,Cabotaje,34489,46815,350
2018-04-25,Internacional,38818,48974,254
2018-04-26,Cabotaje,37530,45553,337
2018-04-26,Internacional,44795,53647,273
2018-04-27,Cabotaje,41597,47215,360
2018-04-27,Internacional,45264,51448,264
2018-04-28,Cabotaje,34085,39798,298
2018-04-28,Internacional,50393,58505,289
2018-04-29,Cabotaje,24611,35710,273
2018-04-29,Internacional,43063,53760,278
2018-04-30,Cabotaje,29809,47838,361
2018-04-30,Internacional,42840,54814,272
2018-05-01,Cabotaje,35767,45174,340
2018-05-01,Internacional,46270,52323,272
2018-05-02,Cabotaje,34367,46323,353
2018-05-02,Internacional,41628,50965,266
2018-05-03,Cabotaje,30926,45313,338
2018-05-03,Internacional,40588,53679,278
2018-05-04,Cabotaje,31170,46058,356
2018-05-04,Internacional,37710,50441,264
2018-05-05,Cabotaje,22448,36146,269
2018-05-05,Internacional,42041,56359,281
2018-05-06,Cabotaje,27530,38986,294
2018-05-06,Internacional,42299,53030,270
2018-05-07,Cabotaje,32122,47636,353
2018-05-07,Internacional,39676,51224,264
2018-05-08,Cabotaje,27557,45132,342
2018-05-08,Internacional,35966,50417,263
2018-05-09,Cabotaje,28734,44552,340
2018-05-09,Internacional,35698,49291,254
2018-05-10,Cabotaje,31705,46438,342
2018-05-10,Internacional,38817,53348,276
2018-05-11,Cabotaje,35540,48788,366
2018-05-11,Internacional,37394,50169,260
2018-05-12,Cabotaje,24507,38923,287
2018-05-12,Internacional,41928,57133,284
2018-05-13,Cabotaje,26709,38521,286
2018-05-13,Internacional,41254,54197,283
2018-05-14,Cabotaje,33637,47660,363
2018-05-14,Internacional,39304,52297,267
2018-05-15,Cabotaje,30534,47496,359
2018-05-15,Internacional,36815,49393,253
2018-05-16,Cabotaje,33409,50783,384
2018-05-16,Internacional,33785,46419,240
2018-05-17,Cabotaje,32449,45017,337
2018-05-17,Internacional,37928,49645,252
2018-05-18,Cabotaje,38349,51067,385
2018-05-18,Internacional,38307,48315,249
2018-05-19,Cabotaje,29138,42914,316
2018-05-19,Internacional,40670,53393,261
2018-05-20,Cabotaje,30851,44223,328
2018-05-20,Internacional,40400,51590,267
2018-05-21,Cabotaje,35518,51758,388
2018-05-21,Internacional,40792,50656,258
2018-05-22,Cabotaje,32769,48519,361
2018-05-22,Internacional,36572,47676,244
2018-05-23,Cabotaje,35973,50836,385
2018-05-23,Internacional,36829,47509,242
2018-05-24,Cabotaje,39615,50086,371
2018-05-24,Internacional,41700,51895,266
2018-05-25,Cabotaje,34673,51418,386
2018-05-25,Internacional,38068,47316,242
2018-05-26,Cabotaje,25237,40915,303
2018-05-26,Internacional,39927,55014,267
2018-05-27,Cabotaje,34469,44206,325
2018-05-27,Internacional,38891,50320,262
2018-05-28,Cabotaje,39825,52706,390
2018-05-28,Internacional,38001,50708,255
2018-05-29,Cabotaje,33783,49130,370
2018-05-29,Internacional,35157,48690,251
2018-05-30,Cabotaje,34087,49317,369
2018-05-30,Internacional,33798,46217,238
2018-05-31,Cabotaje,34469,50005,373
2018-05-31,Internacional,38389,50420,258
2018-06-01,Cabotaje,35535,51882,389
2018-06-01,Internacional,36141,47675,248
2018-06-02,Cabotaje,27263,41625,306
2018-06-02,Internacional,39137,52796,258
2018-06-03,Cabotaje,30211,43454,318
2018-06-03,Internacional,41280,52747,273
2018-06-04,Cabotaje,32385,50501,381
2018-06-04,Internacional,37328,49713,252
2018-06-05,Cabotaje,30894,47965,353
2018-06-05,Internacional,33099,46581,239
2018-06-06,Cabotaje,31618,50068,376
2018-06-06,Internacional,32421,48104,247
2018-06-07,Cabotaje,33444,50317,370
2018-06-07,Internacional,35229,51037,263
2018-06-08,Cabotaje,36475,51045,380
2018-06-08,Internacional,33756,45308,231
2018-06-09,Cabotaje,26640,40139,302
2018-06-09,Internacional,38184,53289,260
2018-06-10,Cabotaje,31121,45376,332
2018-06-10,Internacional,37382,50071,260
2018-06-11,Cabotaje,35976,50692,382
2018-06-11,Internacional,36095,48338,246
2018-06-12,Cabotaje,30725,47791,362
2018-06-12,Internacional,32934,46938,242
2018-06-13,Cabotaje,33048,50378,380
2018-06-13,Internacional,33363,48179,249
2018-06-14,Cabotaje,32317,49864,371
2018-06-14,Internacional,35141,49196,254
2018-06-15,Cabotaje,38505,49779,375
2018-06-15,Internacional,34845,46410,235
2018-06-16,Cabotaje,30118,43272,315
2018-06-16,Internacional,37564,53098,258
2018-06-17,Cabotaje,29330,44488,324
2018-06-17,Internacional,36455,50684,263
2018-06-18,Cabotaje,35657,53815,392
2018-06-18,Internacional,34623,49704,253
2018-06-19,Cabotaje,29174,48479,361
2018-06-19,Internacional,31124,47370,241
2018-06-20,Cabotaje,31350,49388,370
2018-06-20,Internacional,33121,48399,246
2018-06-21,Cabotaje,28415,48976,364
2018-06-21,Internacional,31804,49284,254
2018-06-22,Cabotaje,35509,52945,391
2018-06-22,Internacional,31766,47033,242
2018-06-23,Cabotaje,29490,43938,324
2018-06-23,Internacional,38002,53744,260
2018-06-24,Cabotaje,37683,44488,324
2018-06-24,Internacional,44411,53424,279
2018-06-25,Cabotaje,1552,2449,15
2018-06-25,Internacional,1990,2560,10
2018-06-26,Cabotaje,39956,48084,361
2018-06-26,Internacional,42790,54713,270
2018-06-27,Cabotaje,36469,51741,390
2018-06-27,Internacional,35567,47846,244
2018-06-28,Cabotaje,35764,50534,372
2018-06-28,Internacional,36028,50001,256
2018-06-29,Cabotaje,38360,52660,387
2018-06-29,Internacional,36552,47817,247
2018-06-30,Cabotaje,18539,26801,223
2018-06-30,Internacional,31268,42334,207
2018-07-01,Cabotaje,20413,25785,204
2018-07-01,Internacional,40224,53023,261
2018-07-02,Cabotaje,45633,55112,411
2018-07-02,Internacional,39119,54437,277
2018-07-03,Cabotaje,34940,50821,375
2018-07-03,Internacional,33653,50163,258
2018-07-04,Cabotaje,35904,52536,390
2018-07-04,Internacional,34573,51082,261
2018-07-05,Cabotaje,40736,53386,393
2018-07-05,Internacional,38315,53693,278
2018-07-06,Cabotaje,45501,56619,415
2018-07-06,Internacional,39636,51331,266
2018-07-07,Cabotaje,39099,48612,364
2018-07-07,Internacional,42753,58249,289
2018-07-08,Cabotaje,35817,50234,363
2018-07-08,Internacional,40900,57156,296
2018-07-09,Cabotaje,43687,56363,411
2018-07-09,Internacional,40576,52739,268
2018-07-10,Cabotaje,42262,55327,403
2018-07-10,Internacional,38391,52458,269
2018-07-11,Cabotaje,41564,56155,410
2018-07-11,Internacional,36541,50558,263
2018-07-12,Cabotaje,44490,56167,407
2018-07-12,Internacional,40595,53224,280
2018-07-13,Cabotaje,43156,56985,418
2018-07-13,Internacional,41483,52512,271
2018-07-14,Cabotaje,42813,52571,388
2018-07-14,Internacional,49260,59195,295
2018-07-15,Cabotaje,43193,52580,381
2018-07-15,Internacional,45225,56463,293
2018-07-16,Cabotaje,46123,58067,419
2018-07-16,Internacional,42892,52894,271
2018-07-17,Cabotaje,44085,56058,404
2018-07-17,Internacional,40648,51513,260
2018-07-18,Cabotaje,41919,52662,387
2018-07-18,Internacional,39663,50567,264
2018-07-19,Cabotaje,44980,54400,400
2018-07-19,Internacional,43118,54190,282
2018-07-20,Cabotaje,48729,57843,422
2018-07-20,Internacional,41041,50555,260
2018-07-21,Cabotaje,45142,52937,391
2018-07-21,Internacional,47642,59032,292
2018-07-22,Cabotaje,45416,52730,387
2018-07-22,Internacional,45398,55784,292
2018-07-23,Cabotaje,49301,59264,438
2018-07-23,Internacional,43548,54340,276
2018-07-24,Cabotaje,44944,55382,404
2018-07-24,Internacional,39197,48733,252
2018-07-25,Cabotaje,45171,57467,416
2018-07-25,Internacional,40167,52357,267
2018-07-26,Cabotaje,44353,55085,398
2018-07-26,Internacional,40700,54053,280
2018-07-27,Cabotaje,44332,53125,392
2018-07-27,Internacional,41134,51268,262
2018-07-28,Cabotaje,41824,51169,374
2018-07-28,Internacional,45329,57794,286
2018-07-29,Cabotaje,41871,52353,384
2018-07-29,Internacional,44838,57537,294
2018-07-30,Cabotaje,43098,58846,439
2018-07-30,Internacional,40270,52706,267
2018-07-31,Cabotaje,37917,54238,392
2018-07-31,Internacional,38093,50902,260
2018-08-01,Cabotaje,39994,56475,402
2018-08-01,Internacional,38181,50898,260
2018-08-02,Cabotaje,40012,56447,407
2018-08-02,Internacional,37982,51885,267
2018-08-03,Cabotaje,42482,56306,400
2018-08-03,Internacional,38703,51694,262
2018-08-04,Cabotaje,37425,51296,367
2018-08-04,Internacional,39969,55541,276
2018-08-05,Cabotaje,38249,50711,368
2018-08-05,Internacional,42379,55461,287
2018-08-06,Cabotaje,43973,60542,433
2018-08-06,Internacional,38736,52150,267
2018-08-07,Cabotaje,38801,56795,410
2018-08-07,Internacional,33558,47923,245
